age,rate
0,1.8084755654153644e-07
1,1.8084755654153644e-07
2,1.8084755654153644e-07
3,1.8084755654153644e-07
4,1.8084755654153644e-07
5,3.558478885498647e-08
6,3.558478885498647e-08
7,3.558478885498647e-08
8,3.558478885498647e-08
9,3.558478885498647e-08
10,7.421659742876598e-08
11,7.421659742876598e-08
12,7.421659742876598e-08
13,7.421659742876598e-08
14,7.421659742876598e-08
15,7.472506779431775e-08
16,7.472506779431775e-08
17,7.472506779431775e-08
18,7.472506779431775e-08
19,7.472506779431775e-08
20,2.8624752395891777e-07
21,2.8624752395891777e-07
22,2.8624752395891777e-07
23,2.8624752395891777e-07
24,2.8624752395891777e-07
25,8.161181857841115e-07
26,8.161181857841115e-07
27,8.161181857841115e-07
28,8.161181857841115e-07
29,8.161181857841115e-07
30,1.0977445466109197e-06
31,1.0977445466109197e-06
32,1.0977445466109197e-06
33,1.0977445466109197e-06
34,1.0977445466109197e-06
35,2.692903400085079e-06
36,2.692903400085079e-06
37,2.692903400085079e-06
38,2.692903400085079e-06
39,2.692903400085079e-06
40,4.321323729491436e-06
41,4.321323729491436e-06
42,4.321323729491436e-06
43,4.321323729491436e-06
44,4.321323729491436e-06
45,1.3710868522529496e-05
46,1.3710868522529496e-05
47,1.3710868522529496e-05
48,1.3710868522529496e-05
49,1.3710868522529496e-05
50,2.685302208860189e-05
51,2.685302208860189e-05
52,2.685302208860189e-05
53,2.685302208860189e-05
54,2.685302208860189e-05
55,6.60360826284498e-05
56,6.60360826284498e-05
57,6.60360826284498e-05
58,6.60360826284498e-05
59,6.60360826284498e-05
60,0.00011764368450297245
61,0.00011764368450297245
62,0.00011764368450297245
63,0.00011764368450297245
64,0.00011764368450297245
65,0.00022439446798944222
66,0.00022439446798944222
67,0.00022439446798944222
68,0.00022439446798944222
69,0.00022439446798944222
70,0.00037957903377739007
71,0.00037957903377739007
72,0.00037957903377739007
73,0.00037957903377739007
74,0.00037957903377739007
75,0.0005259025945158575
76,0.0005259025945158575
77,0.0005259025945158575
78,0.0005259025945158575
79,0.0005259025945158575
80,0.0006301393822932251
81,0.0006301393822932251
82,0.0006301393822932251
83,0.0006301393822932251
84,0.0006301393822932251
85,0.0005992480350142342
86,0.0005992480350142342
87,0.0005992480350142342
88,0.0005992480350142342
89,0.0005992480350142342
