age,rate
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,6.556334484516397e-07
21,6.556334484516397e-07
22,6.556334484516397e-07
23,6.556334484516397e-07
24,6.556334484516397e-07
25,3.5666200033882887e-07
26,3.5666200033882887e-07
27,3.5666200033882887e-07
28,3.5666200033882887e-07
29,3.5666200033882887e-07
30,1.6314677499612526e-06
31,1.6314677499612526e-06
32,1.6314677499612526e-06
33,1.6314677499612526e-06
34,1.6314677499612526e-06
35,3.877133635103568e-06
36,3.877133635103568e-06
37,3.877133635103568e-06
38,3.877133635103568e-06
39,3.877133635103568e-06
40,5.115007752433625e-06
41,5.115007752433625e-06
42,5.115007752433625e-06
43,5.115007752433625e-06
44,5.115007752433625e-06
45,1.2527222618382254e-05
46,1.2527222618382254e-05
47,1.2527222618382254e-05
48,1.2527222618382254e-05
49,1.2527222618382254e-05
50,2.6560239321735362e-05
51,2.6560239321735362e-05
52,2.6560239321735362e-05
53,2.6560239321735362e-05
54,2.6560239321735362e-05
55,5.9924037470148137e-05
56,5.9924037470148137e-05
57,5.9924037470148137e-05
58,5.9924037470148137e-05
59,5.9924037470148137e-05
60,7.828197166192626e-05
61,7.828197166192626e-05
62,7.828197166192626e-05
63,7.828197166192626e-05
64,7.828197166192626e-05
65,0.0001654601861427094
66,0.0001654601861427094
67,0.0001654601861427094
68,0.0001654601861427094
69,0.0001654601861427094
70,0.00028125715407005265
71,0.00028125715407005265
72,0.00028125715407005265
73,0.00028125715407005265
74,0.00028125715407005265
75,0.00015326404521289334
76,0.00015326404521289334
77,0.00015326404521289334
78,0.00015326404521289334
79,0.00015326404521289334
