age,rate
0,2.9140875563318835e-06
1,2.9140875563318835e-06
2,2.9140875563318835e-06
3,2.9140875563318835e-06
4,2.9140875563318835e-06
5,1.2407582894285843e-06
6,1.2407582894285843e-06
7,1.2407582894285843e-06
8,1.2407582894285843e-06
9,1.2407582894285843e-06
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,6.664645057665842e-07
21,6.664645057665842e-07
22,6.664645057665842e-07
23,6.664645057665842e-07
24,6.664645057665842e-07
25,1.627170793763498e-06
26,1.627170793763498e-06
27,1.627170793763498e-06
28,1.627170793763498e-06
29,1.627170793763498e-06
30,3.101640767966254e-06
31,3.101640767966254e-06
32,3.101640767966254e-06
33,3.101640767966254e-06
34,3.101640767966254e-06
35,7.623526790099385e-06
36,7.623526790099385e-06
37,7.623526790099385e-06
38,7.623526790099385e-06
39,7.623526790099385e-06
40,1.571905335930907e-05
41,1.571905335930907e-05
42,1.571905335930907e-05
43,1.571905335930907e-05
44,1.571905335930907e-05
45,2.922545776583336e-05
46,2.922545776583336e-05
47,2.922545776583336e-05
48,2.922545776583336e-05
49,2.922545776583336e-05
50,5.042294814535955e-05
51,5.042294814535955e-05
52,5.042294814535955e-05
53,5.042294814535955e-05
54,5.042294814535955e-05
55,6.9569258044523e-05
56,6.9569258044523e-05
57,6.9569258044523e-05
58,6.9569258044523e-05
59,6.9569258044523e-05
60,9.125926018846135e-05
61,9.125926018846135e-05
62,9.125926018846135e-05
63,9.125926018846135e-05
64,9.125926018846135e-05
65,0.00011679325132008035
66,0.00011679325132008035
67,0.00011679325132008035
68,0.00011679325132008035
69,0.00011679325132008035
70,0.00012539553252997348
71,0.00012539553252997348
72,0.00012539553252997348
73,0.00012539553252997348
74,0.00012539553252997348
75,0.00012969930389055526
76,0.00012969930389055526
77,0.00012969930389055526
78,0.00012969930389055526
79,0.00012969930389055526
80,0.00013828365781017455
81,0.00013828365781017455
82,0.00013828365781017455
83,0.00013828365781017455
84,0.00013828365781017455
85,0.00012328930255148146
86,0.00012328930255148146
87,0.00012328930255148146
88,0.00012328930255148146
89,0.00012328930255148146
