age,rate
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.5494723271989723e-07
1,1.5494723271989723e-07
1,1.5494723271989723e-07
1,1.5494723271989723e-07
1,1.5494723271989723e-07
2,5.189717538502144e-07
2,5.189717538502144e-07
2,5.189717538502144e-07
2,5.189717538502144e-07
2,5.189717538502144e-07
2,1.5787342986416496e-06
2,1.5787342986416496e-06
2,1.5787342986416496e-06
2,1.5787342986416496e-06
2,1.5787342986416496e-06
3,2.3532300239205833e-06
3,2.3532300239205833e-06
3,2.3532300239205833e-06
3,2.3532300239205833e-06
3,2.3532300239205833e-06
3,5.9240512928057135e-06
3,5.9240512928057135e-06
3,5.9240512928057135e-06
3,5.9240512928057135e-06
3,5.9240512928057135e-06
4,1.1665005597156195e-05
4,1.1665005597156195e-05
4,1.1665005597156195e-05
4,1.1665005597156195e-05
4,1.1665005597156195e-05
4,2.5824587416691768e-05
4,2.5824587416691768e-05
4,2.5824587416691768e-05
4,2.5824587416691768e-05
4,2.5824587416691768e-05
5,4.7230587284014524e-05
5,4.7230587284014524e-05
5,4.7230587284014524e-05
5,4.7230587284014524e-05
5,4.7230587284014524e-05
5,9.494708677976336e-05
5,9.494708677976336e-05
5,9.494708677976336e-05
5,9.494708677976336e-05
5,9.494708677976336e-05
6,0.0001639525647816051
6,0.0001639525647816051
6,0.0001639525647816051
6,0.0001639525647816051
6,0.0001639525647816051
6,0.00023357113583032
6,0.00023357113583032
6,0.00023357113583032
6,0.00023357113583032
6,0.00023357113583032
7,0.00027406885650472227
7,0.00027406885650472227
7,0.00027406885650472227
7,0.00027406885650472227
7,0.00027406885650472227
7,0.0002875030032495767
7,0.0002875030032495767
7,0.0002875030032495767
7,0.0002875030032495767
7,0.0002875030032495767
8,0.0002941565684254306
8,0.0002941565684254306
8,0.0002941565684254306
8,0.0002941565684254306
8,0.0002941565684254306
8,0.0023580607368009964
