age,rate
0,7.998762920736988e-08
1,7.998762920736988e-08
2,7.998762920736988e-08
3,7.998762920736988e-08
4,7.998762920736988e-08
5,2.1381165403175968e-08
6,2.1381165403175968e-08
7,2.1381165403175968e-08
8,2.1381165403175968e-08
9,2.1381165403175968e-08
10,2.097965141649811e-08
11,2.097965141649811e-08
12,2.097965141649811e-08
13,2.097965141649811e-08
14,2.097965141649811e-08
15,2.7862816805543014e-08
16,2.7862816805543014e-08
17,2.7862816805543014e-08
18,2.7862816805543014e-08
19,2.7862816805543014e-08
20,3.1742989983326995e-08
21,3.1742989983326995e-08
22,3.1742989983326995e-08
23,3.1742989983326995e-08
24,3.1742989983326995e-08
25,3.295490302772622e-08
26,3.295490302772622e-08
27,3.295490302772622e-08
28,3.295490302772622e-08
29,3.295490302772622e-08
30,1.7151146269575012e-07
31,1.7151146269575012e-07
32,1.7151146269575012e-07
33,1.7151146269575012e-07
34,1.7151146269575012e-07
35,1.1164448588601815e-06
36,1.1164448588601815e-06
37,1.1164448588601815e-06
38,1.1164448588601815e-06
39,1.1164448588601815e-06
40,1.1569214176669713e-05
41,1.1569214176669713e-05
42,1.1569214176669713e-05
43,1.1569214176669713e-05
44,1.1569214176669713e-05
45,5.081913628328047e-05
46,5.081913628328047e-05
47,5.081913628328047e-05
48,5.081913628328047e-05
49,5.081913628328047e-05
50,0.00019548657152932596
51,0.00019548657152932596
52,0.00019548657152932596
53,0.00019548657152932596
54,0.00019548657152932596
55,0.00043108057605662045
56,0.00043108057605662045
57,0.00043108057605662045
58,0.00043108057605662045
59,0.00043108057605662045
60,0.0007415024201272807
61,0.0007415024201272807
62,0.0007415024201272807
63,0.0007415024201272807
64,0.0007415024201272807
65,0.0011431301898365497
66,0.0011431301898365497
67,0.0011431301898365497
68,0.0011431301898365497
69,0.0011431301898365497
70,0.0011892334603974086
71,0.0011892334603974086
72,0.0011892334603974086
73,0.0011892334603974086
74,0.0011892334603974086
75,0.001039055050176699
76,0.001039055050176699
77,0.001039055050176699
78,0.001039055050176699
79,0.001039055050176699
80,0.0007974523627371788
81,0.0007974523627371788
82,0.0007974523627371788
83,0.0007974523627371788
84,0.0007974523627371788
85,0.0007064367657950143
86,0.0007064367657950143
87,0.0007064367657950143
88,0.0007064367657950143
89,0.0007064367657950143
